idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
669.0,0.092,0.935,0.011,-29.3,-79.6,11.6,-1.812,-3.5,-0.062,89.342,-5.604,149.685,25.985,41.72,99702.0,141.57
670.0,0.092,0.934,0.009,-29.4,-79.5,11.9,-1.562,-3.375,0.0,89.461,-5.61,149.534,25.994,41.75,99705.22,141.3
671.0,0.092,0.934,0.007,-29.2,-78.0,10.7,-1.25,-2.688,0.312,89.581,-5.61,152.275,25.99,41.71,99701.74,141.6
672.0,0.09,0.935,0.007,-29.2,-78.8,13.6,-2.125,-2.812,-0.188,89.581,-5.485,146.655,25.994,41.7,99702.08,141.57
673.0,0.09,0.934,0.007,-28.3,-78.8,10.7,-1.312,-3.125,0.062,89.581,-5.491,151.348,25.996,41.69,99703.47,141.45
674.0,0.091,0.934,0.01,-30.1,-79.0,11.2,-1.688,-3.25,0.125,89.401,-5.55,151.697,25.996,41.68,99701.67,141.61
675.0,0.093,0.934,0.011,-29.7,-78.7,11.8,-1.312,-3.125,-0.25,89.341,-5.669,149.763,26.0,41.67,99703.26,141.47
676.0,0.092,0.937,0.01,-29.3,-77.5,10.0,-1.438,-3.562,-0.062,89.403,-5.592,153.441,26.001,41.69,99706.09,141.22
677.0,0.093,0.935,0.01,-28.6,-79.2,12.3,-1.312,-3.438,-0.188,89.402,-5.663,147.569,26.002,41.74,99703.67,141.44
678.0,0.091,0.935,0.012,-28.3,-78.5,11.8,-2.188,-3.5,-0.312,89.282,-5.544,148.178,26.003,41.63,99707.46,141.1
679.0,0.091,0.934,0.013,-29.0,-79.0,13.1,-1.688,-3.25,-0.125,89.222,-5.55,146.29,26.003,41.59,99703.86,141.42
680.0,0.092,0.934,0.011,-29.6,-77.8,11.4,-2.0,-3.312,-0.062,89.341,-5.609,150.656,26.007,41.64,99700.5,141.72
681.0,0.093,0.935,0.012,-29.3,-78.3,13.3,-1.812,-3.062,0.25,89.282,-5.663,146.345,26.009,41.63,99707.65,141.09
682.0,0.092,0.934,0.012,-29.9,-79.1,13.0,-2.5,-3.562,-0.312,89.282,-5.609,147.595,26.01,41.57,99706.67,141.18
683.0,0.093,0.935,0.01,-29.7,-78.8,11.6,-1.438,-3.25,-0.25,89.402,-5.663,150.316,26.008,41.62,99703.86,141.42
684.0,0.093,0.935,0.009,-28.9,-78.8,13.4,-1.75,-3.312,-0.438,89.462,-5.663,146.042,26.01,41.6,99704.51,141.37
685.0,0.092,0.934,0.008,-28.6,-78.6,13.8,-1.875,-3.188,0.062,89.521,-5.61,145.189,26.011,41.58,99705.54,141.28
686.0,0.094,0.936,0.012,-29.7,-79.6,11.6,-2.5,-3.062,-0.188,89.283,-5.716,149.799,26.01,41.6,99703.79,141.43
687.0,0.092,0.933,0.007,-28.9,-79.3,12.2,-1.875,-3.25,-0.125,89.58,-5.615,148.689,26.011,41.62,99705.9,141.24
688.0,0.094,0.934,0.008,-29.1,-79.1,12.1,-2.438,-3.375,-0.375,89.521,-5.728,148.8,26.008,41.61,99703.6,141.45
689.0,0.093,0.934,0.01,-28.4,-78.9,12.6,-1.75,-3.312,0.0,89.401,-5.669,146.758,26.01,41.63,99702.47,141.55
690.0,0.098,0.934,0.006,-29.6,-78.9,13.0,-1.562,-3.188,0.0,89.641,-5.965,147.582,26.01,41.57,99703.07,141.49
691.0,0.091,0.935,0.012,-29.5,-77.9,11.3,-1.625,-3.125,-0.562,89.282,-5.544,150.674,26.014,41.59,99705.95,141.24
692.0,0.093,0.936,0.014,-29.4,-79.3,12.8,-1.25,-3.375,0.125,89.164,-5.657,146.962,26.015,41.57,99706.5,141.19
693.0,0.093,0.935,0.007,-29.6,-78.5,13.3,-1.75,-3.375,-0.25,89.581,-5.663,147.431,26.015,41.59,99707.13,141.14
694.0,0.092,0.935,0.009,-29.6,-77.9,11.7,-1.875,-3.25,0.25,89.462,-5.604,150.377,26.015,41.57,99704.34,141.38
695.0,0.092,0.936,0.01,-29.7,-79.5,11.9,-1.812,-3.062,0.25,89.403,-5.598,149.739,26.024,41.55,99706.12,141.23
696.0,0.093,0.935,0.011,-28.3,-79.0,10.7,-1.438,-3.5,-0.125,89.342,-5.663,150.338,26.016,41.59,99703.84,141.43
697.0,0.095,0.932,0.01,-28.8,-79.6,12.3,-1.188,-2.875,0.312,89.4,-5.799,147.511,26.018,41.56,99707.27,141.13
698.0,0.092,0.931,0.01,-29.9,-78.7,12.9,-1.5,-3.438,-0.125,89.399,-5.627,148.105,26.018,41.57,99705.83,141.25
699.0,0.091,0.934,0.009,-29.5,-80.0,13.2,-1.438,-3.0,-0.688,89.461,-5.55,147.185,26.025,41.56,99704.9,141.34
700.0,0.088,0.935,0.007,-29.0,-79.3,11.0,-1.5,-3.125,0.438,89.581,-5.367,151.654,26.021,41.58,99704.27,141.39
701.0,0.096,0.933,0.014,-29.2,-79.5,13.4,-1.812,-3.562,0.062,89.161,-5.852,145.212,26.025,41.51,99706.21,141.22
702.0,0.089,0.936,0.011,-29.1,-78.6,12.2,-1.75,-3.625,-0.625,89.343,-5.42,148.714,26.028,41.52,99702.76,141.53
703.0,0.092,0.935,0.007,-29.5,-79.2,11.3,-1.562,-3.625,0.0,89.581,-5.604,151.23,26.031,41.53,99702.58,141.55
704.0,0.093,0.935,0.011,-29.4,-79.3,10.1,-1.75,-3.125,0.375,89.342,-5.663,152.823,26.031,41.54,99704.74,141.36
705.0,0.086,0.933,0.009,-28.6,-78.1,12.9,-1.688,-3.562,-0.188,89.461,-5.259,147.415,26.032,41.51,99706.0,141.24
706.0,0.094,0.934,0.01,-28.9,-76.5,12.1,-2.375,-3.25,-0.188,89.401,-5.728,148.602,26.03,41.51,99703.17,141.49
707.0,0.094,0.935,0.013,-29.5,-77.6,12.4,-1.812,-3.25,0.062,89.223,-5.722,148.127,26.031,41.57,99704.83,141.35
708.0,0.091,0.935,0.011,-28.4,-77.7,12.3,-1.25,-2.938,0.188,89.342,-5.544,147.585,26.031,41.5,99704.02,141.42
709.0,0.09,0.936,0.007,-28.7,-78.8,12.2,-1.5,-3.375,-0.062,89.582,-5.48,148.751,26.037,41.51,99700.7,141.71
710.0,0.092,0.935,0.012,-29.4,-77.4,12.0,-1.562,-3.188,0.062,89.282,-5.604,149.156,26.033,41.47,99701.87,141.61
711.0,0.093,0.934,0.013,-28.9,-78.7,11.9,-2.375,-3.125,0.125,89.222,-5.669,148.306,26.03,41.47,99702.09,141.59
712.0,0.094,0.934,0.009,-29.6,-78.8,11.2,-1.938,-3.125,-0.312,89.461,-5.728,151.064,26.033,41.48,99705.02,141.33
713.0,0.091,0.934,0.008,-28.3,-79.3,13.3,-2.188,-3.125,-0.5,89.521,-5.55,145.752,26.036,41.43,99705.16,141.32
714.0,0.093,0.935,0.009,-29.3,-78.6,12.3,-2.125,-3.5,0.25,89.462,-5.663,148.664,26.038,41.42,99702.6,141.55
715.0,0.095,0.933,0.013,-28.6,-78.2,11.3,-1.0,-3.312,-0.188,89.221,-5.793,149.003,26.035,41.44,99703.27,141.49
716.0,0.094,0.934,0.011,-29.1,-79.0,10.0,-2.0,-3.125,0.188,89.341,-5.728,152.644,26.035,41.45,99699.31,141.84
717.0,0.093,0.935,0.011,-28.6,-77.4,10.3,-1.25,-3.25,0.25,89.342,-5.663,151.765,26.037,41.44,99703.22,141.49
718.0,0.093,0.933,0.008,-28.6,-79.0,11.9,-1.562,-3.125,-0.062,89.521,-5.675,148.7,26.042,41.44,99705.36,141.31
719.0,0.094,0.934,0.01,-29.2,-79.3,10.9,-2.188,-3.625,-0.062,89.401,-5.728,150.992,26.038,41.44,99699.45,141.82
720.0,0.089,0.935,0.01,-30.4,-80.1,11.1,-1.688,-3.188,0.375,89.402,-5.426,152.266,26.041,41.43,99703.1,141.5
721.0,0.093,0.936,0.014,-29.9,-79.3,11.1,-1.688,-3.438,-0.125,89.164,-5.657,150.827,26.047,41.48,99702.22,141.58
722.0,0.093,0.935,0.011,-29.1,-78.1,11.1,-1.688,-3.312,0.062,89.342,-5.663,150.571,26.038,41.47,99698.73,141.89
723.0,0.09,0.935,0.012,-29.5,-78.7,11.8,-2.125,-3.562,-0.188,89.282,-5.485,149.675,26.046,41.41,99701.76,141.62
724.0,0.091,0.934,0.012,-29.4,-78.4,12.6,-1.062,-3.0,0.125,89.282,-5.55,147.952,26.045,41.41,99703.08,141.51
725.0,0.095,0.934,0.01,-28.4,-79.4,11.7,-1.875,-2.875,0.0,89.401,-5.787,148.269,26.045,41.4,99701.28,141.67
726.0,0.093,0.933,0.014,-29.1,-78.6,10.7,-1.25,-3.125,0.062,89.161,-5.674,150.799,26.052,41.39,99703.85,141.44
727.0,0.093,0.935,0.012,-28.4,-77.9,10.6,-1.562,-3.562,0.312,89.282,-5.663,150.655,26.05,41.39,99704.62,141.38
728.0,0.094,0.934,0.009,-28.2,-77.6,10.7,-1.812,-3.25,-0.25,89.461,-5.728,150.649,26.052,41.4,99703.04,141.52
729.0,0.093,0.935,0.012,-29.4,-79.2,12.4,-2.062,-3.312,0.188,89.282,-5.663,148.033,26.051,41.42,99703.27,141.49
730.0,0.094,0.935,0.011,-28.4,-77.8,11.0,-2.688,-3.0,0.188,89.342,-5.722,149.899,26.057,41.43,99703.92,141.44
731.0,0.092,0.933,0.012,-28.9,-79.1,12.4,-1.812,-3.25,0.25,89.281,-5.615,147.52,26.053,41.39,99702.24,141.59
732.0,0.091,0.934,0.013,-28.6,-78.7,11.0,-1.188,-3.062,0.0,89.222,-5.55,149.961,26.056,41.39,99704.45,141.39
733.0,0.095,0.934,0.008,-28.2,-79.3,11.8,-1.812,-3.625,-0.25,89.521,-5.787,148.162,26.058,41.41,99700.9,141.71
734.0,0.093,0.934,0.015,-28.4,-78.1,10.9,-1.938,-3.312,0.188,89.102,-5.668,149.481,26.057,41.41,99702.39,141.57
735.0,0.093,0.935,0.009,-28.8,-78.3,12.2,-2.25,-3.25,0.125,89.462,-5.663,148.301,26.058,41.44,99701.53,141.65
736.0,0.09,0.934,0.011,-29.2,-78.2,11.8,-1.688,-2.938,-0.125,89.341,-5.491,149.546,26.055,41.38,99702.92,141.53
737.0,0.092,0.935,0.012,-29.6,-79.0,13.1,-2.0,-3.5,0.25,89.282,-5.604,147.081,26.064,41.4,99702.54,141.57
738.0,0.093,0.936,0.012,-27.9,-79.2,12.2,-2.375,-3.688,0.0,89.283,-5.657,146.559,26.069,41.42,99706.21,141.24
739.0,0.091,0.934,0.01,-28.5,-77.6,12.8,-1.875,-3.312,-0.125,89.401,-5.55,146.896,26.072,41.43,99707.79,141.11
740.0,0.091,0.933,0.011,-29.5,-79.4,10.9,-1.75,-3.312,0.125,89.341,-5.556,151.423,26.071,41.38,99707.24,141.15
741.0,0.094,0.934,0.009,-29.1,-78.7,12.4,-1.375,-3.5,-0.312,89.461,-5.728,148.103,26.069,41.41,99704.4,141.4
742.0,0.097,0.936,0.011,-29.6,-78.6,11.1,-1.625,-3.562,0.312,89.343,-5.894,150.702,26.066,41.4,99707.14,141.16
743.0,0.094,0.934,0.008,-29.2,-78.4,11.8,-2.0,-3.375,-0.312,89.521,-5.728,149.612,26.065,41.41,99704.79,141.37
744.0,0.092,0.933,0.01,-28.6,-80.0,12.7,-2.062,-3.0,-0.188,89.401,-5.615,146.753,26.068,41.42,99705.66,141.29
745.0,0.09,0.936,0.012,-29.4,-78.8,12.1,-1.688,-3.5,0.688,89.283,-5.479,148.976,26.068,41.38,99706.11,141.25
746.0,0.09,0.937,0.012,-29.7,-79.4,12.4,-1.875,-2.938,-0.125,89.284,-5.474,148.678,26.069,41.41,99702.6,141.56
747.0,0.095,0.935,0.009,-29.8,-78.4,11.1,-2.188,-3.188,-0.25,89.462,-5.781,151.459,26.07,41.36,99706.43,141.23
748.0,0.092,0.935,0.009,-29.8,-78.5,12.7,-2.188,-3.25,-0.25,89.462,-5.604,148.59,26.07,41.42,99703.55,141.48
749.0,0.093,0.935,0.013,-29.0,-78.6,13.7,-2.0,-3.438,-0.125,89.223,-5.663,145.045,26.07,41.46,99703.91,141.45
750.0,0.092,0.934,0.011,-29.0,-78.2,12.5,-2.188,-3.375,-0.375,89.341,-5.609,147.747,26.076,41.42,99705.18,141.34
751.0,0.093,0.935,0.012,-28.3,-77.7,11.2,-1.812,-3.625,-0.125,89.282,-5.663,149.311,26.072,41.41,99705.99,141.26
752.0,0.095,0.933,0.012,-28.7,-79.8,12.6,-1.812,-3.125,0.25,89.281,-5.793,146.457,26.077,41.39,99705.99,141.27
753.0,0.089,0.935,0.012,-28.9,-78.0,12.0,-2.125,-3.5,-0.188,89.282,-5.426,148.781,26.076,41.39,99708.06,141.08
754.0,0.095,0.935,0.01,-29.4,-80.1,11.7,-2.0,-3.188,0.25,89.402,-5.781,149.398,26.079,41.37,99705.23,141.33
755.0,0.089,0.935,0.011,-29.2,-78.9,13.4,-2.625,-2.75,0.062,89.342,-5.426,146.514,26.081,41.37,99704.53,141.4
756.0,0.095,0.935,0.009,-29.2,-79.2,11.6,-2.312,-2.812,-0.125,89.462,-5.781,149.654,26.083,41.39,99708.8,141.02
757.0,0.096,0.935,0.013,-28.9,-78.7,10.7,-1.812,-3.0,0.375,89.223,-5.84,150.452,26.09,41.39,99706.31,141.25
758.0,0.093,0.935,0.01,-28.2,-79.2,11.9,-1.75,-3.062,-0.312,89.402,-5.663,147.866,26.079,41.36,99703.88,141.45
759.0,0.094,0.936,0.009,-28.7,-80.1,11.8,-2.0,-3.0,-0.188,89.462,-5.716,148.635,26.08,41.37,99705.15,141.34
760.0,0.093,0.935,0.011,-28.7,-79.0,13.7,-2.375,-3.438,-0.312,89.342,-5.663,144.898,26.08,41.34,99701.82,141.64
761.0,0.092,0.936,0.01,-28.4,-77.9,13.2,-1.625,-2.875,0.125,89.403,-5.598,145.88,26.085,41.3,99704.44,141.41
762.0,0.09,0.936,0.01,-29.3,-78.2,11.6,-2.25,-3.438,0.0,89.403,-5.48,150.238,26.086,41.33,99706.07,141.26
763.0,0.092,0.935,0.01,-29.3,-79.5,13.0,-2.0,-3.312,0.062,89.402,-5.604,147.142,26.086,41.32,99702.83,141.55
764.0,0.092,0.935,0.012,-29.6,-79.2,12.9,-1.812,-3.0,0.0,89.282,-5.604,147.425,26.082,41.25,99702.13,141.61
765.0,0.096,0.932,0.004,-27.9,-79.2,12.2,-2.125,-3.75,-0.312,89.76,-5.859,147.505,26.085,41.24,99705.88,141.28
766.0,0.09,0.936,0.009,-29.5,-78.5,11.5,-1.062,-3.125,-0.375,89.462,-5.48,150.784,26.082,41.23,99703.57,141.48
767.0,0.091,0.934,0.01,-29.6,-78.5,13.2,-1.5,-3.5,0.125,89.401,-5.55,147.354,26.087,41.26,99705.21,141.34
768.0,0.093,0.934,0.008,-29.0,-79.8,12.3,-1.5,-3.25,-0.125,89.521,-5.669,148.289,26.097,41.22,99703.84,141.47
769.0,0.094,0.934,0.012,-28.7,-78.3,12.2,-2.25,-3.625,-0.125,89.282,-5.728,147.585,26.1,41.22,99707.23,141.17
770.0,0.093,0.936,0.011,-29.2,-78.5,13.6,-2.125,-3.438,0.0,89.343,-5.657,145.801,26.099,41.24,99706.05,141.27
771.0,0.092,0.933,0.011,-29.2,-79.2,12.0,-1.312,-3.25,0.0,89.341,-5.615,148.808,26.096,41.25,99702.67,141.57
772.0,0.094,0.934,0.012,-28.2,-79.2,12.9,-1.562,-3.25,-0.25,89.282,-5.728,145.445,26.09,41.24,99703.55,141.49
773.0,0.092,0.933,0.011,-28.7,-79.3,11.7,-2.688,-3.625,0.062,89.341,-5.615,148.791,26.089,41.27,99702.97,141.54
774.0,0.093,0.935,0.011,-29.3,-80.2,11.7,-1.188,-3.062,-0.125,89.342,-5.663,149.303,26.092,41.28,99704.82,141.38
775.0,0.093,0.934,0.01,-29.7,-77.9,12.0,-1.812,-3.0,0.312,89.401,-5.669,149.638,26.094,41.25,99703.07,141.53
776.0,0.095,0.935,0.01,-28.5,-79.2,12.0,-1.75,-3.0,-0.062,89.402,-5.781,147.829,26.096,41.23,99700.15,141.79
777.0,0.095,0.933,0.01,-28.2,-79.1,13.0,-1.25,-3.125,-0.188,89.401,-5.793,145.457,26.097,41.21,99707.18,141.17
778.0,0.092,0.934,0.011,-28.3,-78.2,11.8,-1.438,-3.75,-0.25,89.341,-5.609,148.268,26.095,41.22,99705.33,141.33
779.0,0.094,0.934,0.01,-27.9,-79.4,11.9,-2.625,-2.875,-0.188,89.401,-5.728,147.328,26.095,41.22,99703.89,141.46
780.0,0.094,0.935,0.01,-29.9,-78.4,11.3,-1.688,-3.438,-0.125,89.402,-5.722,151.095,26.1,41.27,99704.35,141.42
781.0,0.092,0.936,0.013,-29.1,-77.3,10.6,-1.875,-3.188,-0.438,89.223,-5.598,151.483,26.094,41.31,99703.43,141.5
782.0,0.093,0.935,0.011,-28.9,-77.8,11.7,-1.375,-3.188,0.0,89.342,-5.663,149.166,26.1,41.27,99703.63,141.49
783.0,0.093,0.935,0.013,-29.5,-79.6,11.6,-1.312,-2.812,0.25,89.223,-5.663,149.492,26.103,41.33,99702.33,141.6
784.0,0.093,0.935,0.01,-29.2,-78.6,10.5,-2.25,-3.25,0.062,89.402,-5.663,152.026,26.106,41.27,99702.84,141.56
785.0,0.094,0.934,0.008,-28.8,-79.3,11.8,-2.125,-3.188,-0.25,89.521,-5.728,149.013,26.106,41.27,99705.98,141.28
786.0,0.094,0.933,0.011,-29.5,-78.0,13.5,-1.812,-3.0,-0.438,89.341,-5.734,146.286,26.108,41.3,99706.39,141.25
787.0,0.09,0.935,0.006,-29.5,-79.6,11.8,-1.25,-3.062,0.25,89.641,-5.485,150.529,26.109,41.33,99704.33,141.43
788.0,0.092,0.935,0.008,-28.9,-79.0,13.9,-1.5,-3.125,-0.188,89.522,-5.604,145.342,26.114,41.35,99703.8,141.48
789.0,0.094,0.934,0.012,-29.5,-79.0,12.1,-0.938,-3.062,0.062,89.282,-5.728,148.647,26.111,41.35,99703.3,141.52
790.0,0.093,0.933,0.009,-29.4,-79.1,12.1,-1.125,-3.125,0.062,89.461,-5.675,149.082,26.112,41.29,99705.55,141.32
791.0,0.092,0.935,0.012,-28.7,-78.9,12.8,-2.062,-3.375,-0.312,89.282,-5.604,146.557,26.11,41.31,99703.44,141.51
792.0,0.093,0.934,0.01,-29.2,-79.0,12.7,-1.375,-2.875,0.5,89.401,-5.669,147.546,26.113,41.31,99703.58,141.5
793.0,0.093,0.933,0.01,-29.5,-78.3,11.7,-2.375,-2.938,-0.25,89.401,-5.675,149.935,26.116,41.3,99706.24,141.26
794.0,0.091,0.933,0.012,-28.7,-77.3,12.0,-2.062,-3.062,0.0,89.281,-5.556,148.418,26.114,41.29,99705.6,141.32
795.0,0.094,0.937,0.01,-28.9,-79.0,12.4,-2.188,-3.25,0.375,89.403,-5.71,147.693,26.118,41.23,99704.04,141.46
796.0,0.091,0.933,0.008,-29.6,-77.7,11.2,-1.688,-3.5,-0.312,89.521,-5.556,151.635,26.121,41.27,99708.77,141.04
797.0,0.091,0.934,0.012,-29.3,-78.6,12.2,-1.438,-2.875,-0.062,89.282,-5.55,148.572,26.116,41.29,99704.08,141.45
798.0,0.092,0.936,0.01,-28.7,-79.0,12.0,-1.438,-3.438,0.125,89.403,-5.598,148.432,26.121,41.31,99705.17,141.36
799.0,0.092,0.934,0.011,-29.6,-78.1,10.9,-1.5,-3.125,0.062,89.341,-5.609,151.621,26.121,41.23,99707.42,141.16
800.0,0.091,0.934,0.007,-29.4,-78.7,12.7,-1.812,-3.25,-0.438,89.581,-5.55,148.495,26.122,41.31,99706.53,141.24
