idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
483.0,0.091,0.935,0.01,-29.4,-77.4,12.4,-1.875,-3.438,0.125,89.402,-5.544,148.788,25.782,41.98,99702.77,141.41
484.0,0.089,0.935,0.011,-30.1,-78.5,12.1,-1.438,-3.25,-0.188,89.342,-5.426,150.042,25.785,42.07,99703.9,141.31
485.0,0.091,0.934,0.011,-28.9,-80.0,11.9,-1.5,-3.312,0.0,89.341,-5.55,148.649,25.788,42.02,99704.04,141.3
486.0,0.091,0.936,0.013,-29.2,-78.7,13.5,-1.25,-3.375,0.0,89.223,-5.538,145.867,25.787,42.02,99705.26,141.19
487.0,0.092,0.933,0.009,-28.6,-79.6,11.6,-1.625,-3.5,0.062,89.461,-5.615,149.163,25.791,42.01,99704.81,141.24
488.0,0.092,0.934,0.009,-29.7,-79.6,13.5,-1.562,-2.75,-0.312,89.461,-5.61,146.82,25.789,41.98,99704.13,141.29
489.0,0.093,0.934,0.012,-29.2,-78.9,12.9,-1.438,-3.25,-0.188,89.282,-5.669,146.87,25.796,41.99,99702.81,141.41
490.0,0.093,0.935,0.009,-29.4,-77.9,12.4,-1.688,-3.312,-0.25,89.462,-5.663,148.682,25.793,42.05,99704.11,141.3
491.0,0.093,0.934,0.011,-28.9,-78.9,12.5,-1.688,-3.312,0.188,89.341,-5.669,147.422,25.797,41.97,99701.86,141.5
492.0,0.092,0.935,0.011,-29.0,-79.2,12.6,-1.938,-3.25,0.125,89.342,-5.604,147.424,25.794,42.01,99701.36,141.54
493.0,0.091,0.936,0.012,-28.7,-79.3,12.9,-1.75,-2.875,-0.5,89.283,-5.539,146.426,25.796,42.04,99700.56,141.61
494.0,0.091,0.936,0.01,-28.5,-79.1,13.5,-2.0,-3.125,-0.5,89.403,-5.539,145.377,25.798,42.01,99702.77,141.42
495.0,0.091,0.935,0.009,-28.4,-78.6,12.4,-1.5,-3.0,0.25,89.462,-5.544,147.578,25.796,42.04,99701.64,141.52
496.0,0.091,0.934,0.01,-27.9,-78.6,11.8,-1.75,-3.438,-0.25,89.401,-5.55,147.977,25.799,42.03,99705.02,141.22
497.0,0.091,0.934,0.011,-29.0,-78.9,11.7,-1.312,-3.125,-0.062,89.341,-5.55,149.318,25.797,41.98,99702.58,141.43
498.0,0.091,0.935,0.011,-27.7,-79.0,12.1,-1.875,-3.25,-0.125,89.342,-5.544,146.9,25.799,41.97,99701.07,141.57
499.0,0.091,0.933,0.012,-27.8,-79.0,11.2,-2.25,-3.25,-0.312,89.281,-5.556,148.681,25.799,41.99,99704.3,141.28
500.0,0.093,0.935,0.009,-28.5,-78.9,11.8,-1.938,-2.938,-0.125,89.462,-5.663,148.652,25.802,41.98,99707.69,140.99
501.0,0.092,0.935,0.011,-28.7,-77.8,12.5,-1.75,-2.938,0.5,89.342,-5.604,147.449,25.795,42.02,99704.78,141.24
502.0,0.093,0.934,0.01,-28.1,-79.3,13.1,-1.438,-3.438,0.0,89.401,-5.669,145.339,25.804,42.03,99705.12,141.21
503.0,0.091,0.935,0.008,-29.8,-79.5,11.8,-1.75,-3.938,0.0,89.522,-5.545,150.455,25.803,41.98,99704.67,141.25
504.0,0.094,0.933,0.012,-29.1,-79.7,11.1,-1.875,-3.562,-0.062,89.281,-5.734,150.058,25.806,42.03,99702.92,141.41
505.0,0.094,0.934,0.011,-30.7,-78.9,12.1,-2.625,-3.188,-0.25,89.341,-5.728,150.175,25.809,42.04,99705.58,141.18
506.0,0.094,0.935,0.011,-28.3,-78.7,13.0,-1.688,-3.188,0.188,89.342,-5.722,145.631,25.805,42.03,99701.72,141.51
507.0,0.09,0.936,0.008,-27.9,-78.7,13.2,-1.312,-3.375,0.125,89.522,-5.48,145.642,25.809,42.03,99704.6,141.26
508.0,0.091,0.934,0.011,-28.9,-78.8,12.5,-2.625,-3.5,-0.688,89.341,-5.55,147.643,25.809,42.04,99706.3,141.11
509.0,0.084,0.935,0.0,-29.5,-79.0,12.6,-2.062,-3.0,-0.125,90.0,-5.13,150.553,25.81,42.03,99706.85,141.07
510.0,0.092,0.935,0.008,-27.7,-78.5,11.7,-1.875,-3.188,0.062,89.522,-5.604,148.181,25.809,42.01,99705.58,141.18
511.0,0.094,0.935,0.011,-28.9,-78.9,12.3,-1.75,-2.875,-0.188,89.342,-5.722,147.719,25.811,42.0,99702.72,141.43
512.0,0.094,0.933,0.007,-30.3,-78.3,12.8,-1.625,-3.375,-0.188,89.58,-5.734,149.089,25.81,42.01,99702.9,141.41
513.0,0.091,0.933,0.011,-30.2,-78.1,11.1,-1.938,-3.938,0.375,89.341,-5.556,151.942,25.813,41.99,99704.38,141.28
514.0,0.093,0.934,0.011,-28.1,-78.8,12.4,-2.312,-3.625,-0.625,89.341,-5.669,146.62,25.816,42.0,99705.97,141.15
515.0,0.095,0.933,0.009,-28.9,-79.0,13.0,-1.312,-2.875,-0.125,89.461,-5.793,146.534,25.817,41.97,99707.24,141.03
516.0,0.092,0.935,0.008,-28.8,-79.2,13.8,-2.25,-3.375,0.188,89.522,-5.604,145.372,25.819,41.98,99703.95,141.32
517.0,0.094,0.936,0.013,-29.7,-78.7,10.9,-1.688,-2.938,-0.25,89.223,-5.716,151.16,25.819,41.94,99704.41,141.28
518.0,0.092,0.935,0.01,-29.1,-78.9,12.8,-1.688,-3.25,-0.188,89.402,-5.604,147.362,25.823,41.94,99705.76,141.17
519.0,0.093,0.934,0.012,-29.4,-78.4,10.8,-1.875,-3.375,-0.25,89.282,-5.669,151.306,25.82,41.92,99704.5,141.28
520.0,0.092,0.934,0.01,-27.8,-79.7,12.0,-2.25,-3.375,-0.438,89.401,-5.609,147.171,25.825,41.94,99706.04,141.14
521.0,0.093,0.932,0.009,-28.5,-78.9,11.5,-1.438,-3.375,0.125,89.46,-5.681,149.229,25.826,41.94,99701.23,141.57
522.0,0.092,0.936,0.013,-29.0,-77.7,12.4,-1.625,-3.438,0.125,89.223,-5.598,147.725,25.826,41.92,99704.7,141.26
523.0,0.092,0.934,0.01,-28.5,-79.0,11.0,-2.062,-3.5,0.438,89.401,-5.609,150.207,25.83,41.89,99707.94,140.98
524.0,0.092,0.935,0.011,-28.1,-78.1,12.5,-2.062,-3.812,-0.188,89.342,-5.604,146.649,25.826,41.9,99704.7,141.26
525.0,0.097,0.934,0.011,-29.8,-79.2,13.0,-2.25,-3.188,-0.25,89.341,-5.906,147.11,25.83,41.85,99705.42,141.2
526.0,0.092,0.934,0.01,-29.1,-79.0,12.9,-1.5,-3.25,0.25,89.401,-5.609,147.145,25.829,41.9,99706.28,141.12
527.0,0.092,0.934,0.012,-29.0,-79.1,10.9,-1.875,-3.062,-0.125,89.282,-5.609,150.647,25.833,41.82,99704.75,141.26
528.0,0.093,0.935,0.011,-28.4,-79.1,14.0,-1.75,-3.625,0.188,89.342,-5.663,143.94,25.833,41.78,99706.29,141.13
529.0,0.093,0.936,0.01,-29.0,-78.0,13.5,-1.375,-2.812,-0.125,89.403,-5.657,145.956,25.832,41.84,99702.47,141.46
530.0,0.092,0.935,0.009,-29.5,-78.0,12.5,-1.438,-3.438,0.25,89.462,-5.604,148.69,25.839,41.86,99708.28,140.95
531.0,0.093,0.934,0.009,-28.6,-77.9,13.7,-1.625,-3.188,0.312,89.461,-5.669,145.217,25.839,41.82,99703.61,141.36
532.0,0.092,0.934,0.01,-30.6,-78.6,12.5,-1.688,-3.188,0.188,89.401,-5.609,149.687,25.838,41.81,99702.07,141.5
533.0,0.092,0.936,0.012,-29.7,-78.3,12.6,-1.812,-3.438,-0.188,89.283,-5.598,148.243,25.84,41.79,99704.15,141.32
534.0,0.093,0.937,0.008,-29.0,-78.8,12.9,-1.062,-2.875,0.0,89.523,-5.651,147.293,25.838,41.76,99705.67,141.18
535.0,0.093,0.934,0.01,-29.5,-77.6,11.9,-1.062,-3.562,0.125,89.401,-5.669,149.645,25.838,41.76,99701.58,141.54
536.0,0.093,0.935,0.011,-29.3,-78.8,11.6,-1.312,-3.0,-0.438,89.342,-5.663,149.697,25.836,41.74,99703.19,141.4
537.0,0.092,0.934,0.01,-29.1,-78.4,10.3,-1.812,-3.188,0.438,89.401,-5.609,152.444,25.84,41.71,99704.15,141.32
538.0,0.09,0.933,0.009,-27.9,-79.4,12.2,-1.438,-3.312,0.0,89.461,-5.497,147.314,25.844,41.76,99704.39,141.3
539.0,0.09,0.935,0.011,-29.9,-78.3,13.5,-2.25,-3.188,0.0,89.342,-5.485,147.144,25.845,41.75,99702.0,141.51
540.0,0.091,0.934,0.013,-30.0,-78.4,11.8,-2.25,-3.5,-0.062,89.222,-5.55,150.014,25.843,41.72,99704.2,141.31
541.0,0.092,0.934,0.01,-29.4,-78.2,12.7,-1.688,-3.375,-0.25,89.401,-5.609,147.998,25.843,41.73,99707.08,141.06
542.0,0.089,0.933,0.012,-28.4,-79.1,12.5,-1.812,-3.125,0.25,89.281,-5.437,147.022,25.847,41.68,99706.37,141.13
543.0,0.093,0.934,0.01,-29.6,-79.4,13.4,-2.125,-3.062,0.188,89.401,-5.669,146.658,25.843,41.71,99705.74,141.18
544.0,0.093,0.934,0.011,-30.2,-79.0,13.4,-1.375,-3.25,-0.188,89.341,-5.669,147.276,25.842,41.63,99704.47,141.29
545.0,0.092,0.934,0.008,-29.7,-77.5,13.4,-2.125,-3.125,0.312,89.521,-5.61,147.433,25.846,41.69,99705.16,141.23
546.0,0.091,0.934,0.008,-28.0,-79.0,11.4,-2.188,-3.125,-0.438,89.521,-5.55,149.208,25.848,41.67,99705.48,141.2
547.0,0.09,0.934,0.012,-29.4,-79.9,12.7,-1.312,-3.062,-0.25,89.282,-5.491,147.656,25.849,41.67,99703.05,141.42
548.0,0.093,0.934,0.009,-28.9,-79.4,12.5,-2.312,-3.125,0.062,89.461,-5.669,147.668,25.856,41.64,99707.43,141.04
549.0,0.091,0.934,0.01,-28.5,-78.9,12.2,-1.938,-3.312,-0.062,89.401,-5.55,147.883,25.854,41.63,99705.67,141.19
550.0,0.09,0.936,0.012,-29.4,-78.9,12.3,-2.062,-3.25,0.312,89.283,-5.479,148.577,25.853,41.64,99703.06,141.42
551.0,0.093,0.935,0.01,-28.7,-79.4,12.4,-1.875,-3.25,0.312,89.402,-5.663,147.468,25.856,41.65,99706.08,141.15
552.0,0.091,0.937,0.01,-29.4,-79.9,11.8,-1.562,-3.188,0.062,89.403,-5.533,149.648,25.858,41.62,99702.31,141.49
553.0,0.091,0.934,0.011,-29.8,-78.8,11.3,-2.125,-3.188,-0.562,89.341,-5.55,151.037,25.863,41.59,99707.55,141.03
554.0,0.091,0.934,0.007,-29.8,-79.2,12.7,-1.938,-3.5,0.5,89.581,-5.55,148.896,25.862,41.62,99703.04,141.43
555.0,0.09,0.935,0.01,-29.4,-79.7,12.1,-1.688,-3.0,0.062,89.402,-5.485,149.162,25.865,41.59,99705.7,141.19
556.0,0.091,0.934,0.01,-29.5,-78.9,13.0,-1.688,-3.188,0.312,89.401,-5.55,147.554,25.866,41.61,99704.36,141.31
557.0,0.092,0.935,0.01,-29.7,-79.1,12.2,-1.438,-3.188,-0.125,89.402,-5.604,149.197,25.867,41.61,99705.27,141.23
558.0,0.094,0.935,0.01,-29.1,-78.6,13.0,-2.375,-3.5,0.25,89.402,-5.722,146.817,25.868,41.57,99706.93,141.09
559.0,0.094,0.934,0.012,-28.9,-79.3,12.5,-2.25,-2.875,0.062,89.282,-5.728,147.1,25.872,41.58,99705.63,141.2
560.0,0.093,0.936,0.016,-30.0,-78.9,12.8,-1.5,-3.062,0.188,89.044,-5.657,147.434,25.87,41.56,99705.32,141.23
561.0,0.092,0.935,0.008,-29.6,-79.7,12.4,-2.312,-3.062,0.062,89.522,-5.604,148.933,25.871,41.59,99706.98,141.08
562.0,0.094,0.934,0.009,-29.6,-79.8,11.4,-2.5,-3.562,0.062,89.461,-5.728,150.527,25.87,41.58,99703.52,141.39
563.0,0.092,0.935,0.01,-28.1,-78.8,13.0,-2.062,-3.438,-0.062,89.402,-5.604,145.73,25.872,41.6,99704.91,141.26
564.0,0.091,0.936,0.011,-29.2,-78.9,12.3,-1.438,-3.188,-0.125,89.343,-5.539,148.4,25.868,41.57,99705.49,141.21
565.0,0.091,0.934,0.009,-28.7,-78.7,11.4,-1.5,-3.438,0.25,89.461,-5.55,149.927,25.865,41.5,99703.54,141.38
566.0,0.09,0.936,0.008,-28.3,-79.1,13.0,-2.0,-3.625,-0.188,89.522,-5.48,146.488,25.867,41.56,99704.09,141.33
567.0,0.092,0.934,0.01,-29.0,-78.4,11.2,-1.5,-3.062,-0.438,89.401,-5.609,150.462,25.873,41.55,99705.92,141.18
568.0,0.093,0.933,0.01,-30.2,-78.9,11.7,-1.438,-3.438,-0.188,89.401,-5.675,150.639,25.875,41.53,99706.23,141.15
569.0,0.096,0.934,0.012,-28.6,-80.1,11.9,-1.812,-3.25,-0.25,89.282,-5.846,147.569,25.873,41.55,99703.3,141.41
570.0,0.093,0.934,0.013,-28.2,-78.0,11.0,-1.625,-3.5,0.125,89.222,-5.669,149.38,25.872,41.54,99704.91,141.26
571.0,0.092,0.935,0.011,-29.6,-78.6,13.1,-1.438,-3.188,0.25,89.342,-5.604,147.287,25.872,41.52,99703.83,141.36
572.0,0.095,0.935,0.011,-28.6,-78.4,12.1,-1.438,-3.062,0.125,89.342,-5.781,147.711,25.872,41.52,99703.93,141.35
573.0,0.092,0.933,0.013,-28.2,-79.7,11.9,-1.688,-3.375,0.125,89.221,-5.615,147.378,25.88,41.59,99706.6,141.12
574.0,0.093,0.934,0.008,-28.8,-79.2,12.6,-2.062,-3.188,0.125,89.521,-5.669,147.537,25.878,41.48,99703.4,141.4
575.0,0.095,0.934,0.01,-28.4,-79.0,12.5,-1.375,-3.688,0.5,89.401,-5.787,146.723,25.879,41.53,99706.11,141.16
576.0,0.092,0.935,0.011,-29.5,-78.7,11.5,-1.438,-3.0,-0.062,89.342,-5.604,150.235,25.882,41.52,99705.9,141.18
577.0,0.093,0.936,0.01,-29.8,-79.5,11.5,-1.688,-3.312,-0.188,89.403,-5.657,150.545,25.878,41.52,99704.48,141.31
578.0,0.091,0.935,0.013,-29.4,-78.6,11.9,-1.875,-3.0,-0.188,89.223,-5.544,149.125,25.883,41.54,99703.5,141.39
579.0,0.092,0.934,0.012,-28.9,-78.0,13.3,-1.938,-3.375,-0.5,89.282,-5.609,145.985,25.881,41.49,99703.55,141.39
580.0,0.095,0.935,0.007,-28.9,-80.2,12.8,-1.688,-3.25,0.062,89.581,-5.781,147.091,25.884,41.51,99705.85,141.19
581.0,0.095,0.934,0.009,-28.9,-79.5,12.9,-1.5,-3.25,-0.438,89.461,-5.787,146.666,25.883,41.51,99705.04,141.26
582.0,0.094,0.936,0.009,-29.0,-79.0,10.9,-2.125,-3.438,0.062,89.462,-5.716,150.997,25.883,41.53,99701.8,141.54
583.0,0.094,0.936,0.012,-29.5,-79.4,12.9,-1.562,-2.938,-0.188,89.283,-5.716,147.085,25.889,41.49,99704.15,141.34
584.0,0.093,0.934,0.01,-30.3,-79.7,12.4,-1.562,-3.625,0.125,89.401,-5.669,149.308,25.888,41.52,99703.7,141.38
585.0,0.092,0.936,0.009,-29.0,-78.1,12.1,-2.062,-3.75,-0.188,89.462,-5.598,148.879,25.892,41.49,99702.04,141.53
586.0,0.092,0.935,0.012,-29.0,-78.9,13.7,-1.688,-3.75,-0.25,89.282,-5.604,145.254,25.894,41.47,99703.5,141.4
587.0,0.094,0.936,0.018,-29.6,-78.4,11.2,-2.5,-3.375,-0.375,88.925,-5.716,149.684,25.895,41.46,99705.79,141.2
588.0,0.094,0.933,0.01,-29.7,-79.1,11.7,-2.062,-3.312,0.312,89.401,-5.734,149.959,25.898,41.48,99705.57,141.22
589.0,0.093,0.935,0.01,-28.9,-79.2,11.5,-1.312,-2.5,-0.188,89.402,-5.663,149.537,25.895,41.49,99703.72,141.38
590.0,0.095,0.934,0.012,-29.6,-79.3,12.1,-1.438,-3.438,0.0,89.282,-5.787,148.622,25.893,41.49,99705.11,141.26
591.0,0.092,0.934,0.01,-29.1,-79.5,11.1,-2.062,-3.5,0.062,89.401,-5.609,150.634,25.892,41.46,99706.1,141.17
592.0,0.092,0.937,0.01,-28.4,-79.3,12.5,-1.562,-3.438,-0.062,89.403,-5.592,147.04,25.895,41.44,99703.0,141.44
593.0,0.091,0.932,0.011,-29.0,-78.8,11.4,-2.0,-3.562,-0.5,89.34,-5.562,149.911,25.898,41.43,99703.77,141.38
594.0,0.093,0.935,0.011,-29.6,-79.7,12.8,-1.562,-3.0,0.312,89.342,-5.663,147.595,25.904,41.47,99705.14,141.26
595.0,0.092,0.935,0.01,-29.5,-78.9,12.8,-1.5,-3.5,0.25,89.402,-5.604,147.842,25.902,41.46,99703.39,141.41
596.0,0.091,0.935,0.011,-28.7,-79.3,11.5,-1.875,-3.438,-0.312,89.342,-5.544,149.32,25.902,41.47,99701.49,141.58
597.0,0.093,0.934,0.008,-29.0,-78.5,12.1,-1.938,-3.375,0.0,89.521,-5.669,148.863,25.905,41.45,99704.25,141.34
598.0,0.092,0.935,0.01,-29.4,-79.1,12.2,-1.688,-3.188,0.125,89.402,-5.604,148.849,25.909,41.46,99705.48,141.23
599.0,0.089,0.936,0.009,-28.9,-78.2,10.3,-1.75,-3.625,0.062,89.462,-5.42,152.718,25.907,41.47,99704.11,141.35
600.0,0.094,0.934,0.008,-28.1,-79.2,11.0,-1.875,-3.125,-0.438,89.521,-5.728,149.834,25.912,41.46,99705.62,141.22
601.0,0.094,0.936,0.013,-28.7,-79.2,11.0,-1.938,-3.562,-0.312,89.223,-5.716,149.73,25.909,41.45,99707.64,141.04
602.0,0.096,0.934,0.013,-29.1,-79.0,11.5,-1.75,-3.312,-0.062,89.222,-5.846,148.994,25.916,41.39,99704.19,141.35
603.0,0.096,0.935,0.015,-29.0,-78.7,12.1,-2.062,-3.312,-0.125,89.103,-5.84,147.422,25.919,41.44,99704.69,141.31
604.0,0.094,0.934,0.008,-28.3,-78.1,13.9,-1.812,-3.562,0.188,89.521,-5.728,144.465,25.925,41.45,99705.34,141.25
605.0,0.094,0.935,0.011,-29.8,-78.6,10.6,-0.812,-3.25,-0.312,89.342,-5.722,152.214,25.925,41.4,99704.26,141.35
606.0,0.093,0.935,0.009,-28.4,-80.1,11.9,-2.125,-3.188,-0.625,89.462,-5.663,148.154,25.922,41.38,99704.38,141.34
607.0,0.09,0.934,0.009,-29.5,-79.6,12.9,-1.938,-3.312,-0.312,89.461,-5.491,147.904,25.925,41.43,99707.14,141.09
608.0,0.092,0.935,0.008,-29.6,-79.0,11.3,-2.188,-3.375,0.438,89.522,-5.604,151.2,25.915,41.4,99704.81,141.29
609.0,0.092,0.933,0.011,-29.3,-79.0,11.6,-1.562,-3.062,0.125,89.341,-5.615,149.744,25.924,41.4,99705.15,141.27
610.0,0.094,0.935,0.011,-29.6,-79.3,12.2,-2.312,-3.312,0.062,89.342,-5.722,148.699,25.922,41.34,99710.5,140.8
611.0,0.094,0.931,0.011,-29.5,-79.7,12.0,-1.25,-2.875,-0.125,89.339,-5.746,148.867,25.92,41.4,99704.43,141.33
612.0,0.097,0.935,0.009,-28.7,-78.2,12.0,-1.562,-3.0,-0.438,89.462,-5.9,148.18,25.929,41.38,99708.1,141.01
613.0,0.093,0.935,0.011,-29.5,-80.2,11.7,-1.75,-3.5,-0.125,89.342,-5.663,149.537,25.931,41.36,99707.96,141.02
614.0,0.093,0.935,0.008,-28.1,-79.1,11.8,-2.062,-3.312,-0.125,89.522,-5.663,148.291,25.931,41.39,99705.9,141.21
615.0,0.09,0.934,0.014,-28.8,-79.2,11.9,-0.688,-3.188,0.312,89.162,-5.491,148.259,25.933,41.42,99704.77,141.31
616.0,0.092,0.935,0.011,-29.4,-78.7,12.7,-2.0,-3.438,-0.312,89.342,-5.604,147.787,25.934,41.41,99705.95,141.2
617.0,0.095,0.935,0.011,-29.5,-78.8,13.8,-2.5,-3.375,0.062,89.342,-5.781,145.543,25.937,41.36,99708.25,141.0
618.0,0.091,0.934,0.012,-30.3,-79.3,12.7,-1.5,-2.938,-0.375,89.282,-5.55,148.681,25.934,41.35,99704.96,141.29
619.0,0.092,0.936,0.014,-28.8,-78.0,13.0,-1.125,-2.562,0.25,89.164,-5.598,146.145,25.937,41.38,99705.83,141.22
620.0,0.093,0.934,0.011,-29.6,-78.0,11.5,-1.688,-3.562,0.0,89.341,-5.669,150.337,25.938,41.36,99704.48,141.33
621.0,0.093,0.935,0.013,-28.8,-78.1,11.3,-1.938,-3.312,-0.5,89.223,-5.663,149.486,25.945,41.4,99705.98,141.21
622.0,0.094,0.933,0.01,-29.2,-77.5,13.1,-2.625,-3.688,-0.312,89.401,-5.734,146.884,25.941,41.34,99707.15,141.1
623.0,0.09,0.937,0.012,-29.3,-78.7,11.9,-1.812,-3.25,0.0,89.284,-5.474,149.273,25.946,41.37,99710.13,140.84
624.0,0.094,0.935,0.01,-29.1,-78.9,13.0,-1.688,-3.562,-0.188,89.402,-5.722,146.774,25.951,41.36,99708.07,141.02
625.0,0.093,0.936,0.011,-28.8,-78.0,11.7,-1.5,-3.125,0.0,89.343,-5.657,149.03,25.944,41.4,99706.93,141.12
626.0,0.089,0.936,0.01,-29.1,-77.4,12.6,-1.75,-3.062,0.25,89.403,-5.42,148.258,25.951,41.32,99704.34,141.35
627.0,0.092,0.935,0.012,-29.3,-78.1,12.4,-1.75,-3.5,-0.438,89.282,-5.604,148.17,25.954,41.33,99704.16,141.37
628.0,0.094,0.935,0.011,-29.7,-78.2,11.5,-1.75,-3.438,-0.25,89.342,-5.722,150.339,25.952,41.35,99703.12,141.46
629.0,0.093,0.936,0.012,-29.1,-78.5,11.2,-1.688,-3.0,-0.062,89.283,-5.657,150.159,25.951,41.34,99701.82,141.57
630.0,0.093,0.934,0.009,-29.5,-77.9,12.4,-1.375,-3.438,-0.125,89.461,-5.669,148.787,25.952,41.34,99703.12,141.46
631.0,0.094,0.935,0.01,-29.6,-78.9,13.4,-1.938,-3.312,0.125,89.402,-5.722,146.637,25.957,41.37,99703.94,141.39
632.0,0.091,0.933,0.01,-29.7,-78.5,12.7,-1.125,-2.812,0.188,89.401,-5.556,148.396,25.956,41.39,99702.37,141.53
633.0,0.091,0.935,0.009,-29.7,-79.4,12.4,-1.75,-3.062,-0.188,89.462,-5.544,149.027,25.956,41.4,99704.08,141.38
634.0,0.095,0.935,0.01,-29.2,-78.2,11.7,-1.75,-2.812,0.375,89.402,-5.781,149.429,25.958,41.41,99701.97,141.56
635.0,0.094,0.935,0.011,-30.1,-79.0,10.9,-1.375,-3.312,0.125,89.342,-5.722,151.873,25.963,41.41,99704.95,141.3
636.0,0.091,0.936,0.011,-28.6,-78.4,13.4,-1.938,-3.438,-0.625,89.343,-5.539,145.642,25.961,41.4,99701.76,141.59
637.0,0.095,0.935,0.008,-28.2,-77.9,12.1,-1.5,-3.188,-0.062,89.522,-5.781,147.766,25.961,41.4,99705.35,141.27
638.0,0.094,0.935,0.008,-29.4,-79.4,11.5,-1.625,-3.25,0.0,89.522,-5.722,150.327,25.964,41.39,99701.09,141.65
639.0,0.093,0.934,0.008,-29.0,-77.7,12.9,-1.688,-3.312,0.062,89.521,-5.669,147.41,25.964,41.41,99706.12,141.2
640.0,0.091,0.935,0.01,-29.5,-78.9,13.0,-1.438,-2.938,0.25,89.402,-5.544,147.566,25.964,41.44,99703.24,141.46
641.0,0.094,0.934,0.012,-29.9,-79.0,12.0,-1.062,-2.938,-0.375,89.282,-5.728,149.306,25.964,41.35,99703.6,141.42
642.0,0.096,0.935,0.015,-28.8,-78.4,12.2,-2.062,-3.188,0.062,89.103,-5.84,147.025,25.962,41.39,99702.66,141.51
643.0,0.097,0.935,0.013,-29.8,-80.0,13.4,-2.25,-3.688,-0.188,89.223,-5.899,145.957,25.967,41.4,99703.03,141.48
644.0,0.093,0.936,0.009,-29.9,-78.1,11.5,-1.375,-3.375,0.188,89.462,-5.657,150.999,25.973,41.37,99707.9,141.05
645.0,0.094,0.936,0.008,-29.0,-79.9,11.7,-3.25,-3.625,-0.375,89.522,-5.716,149.397,25.968,41.36,99704.66,141.33
646.0,0.091,0.936,0.011,-28.6,-78.1,11.7,-2.375,-3.5,0.125,89.343,-5.539,148.976,25.966,41.39,99703.92,141.4
647.0,0.091,0.935,0.012,-29.4,-79.3,12.5,-1.938,-3.125,0.375,89.282,-5.544,148.029,25.969,41.4,99702.63,141.51
648.0,0.092,0.934,0.013,-29.3,-78.1,11.6,-2.0,-3.188,-0.125,89.222,-5.609,149.558,25.971,41.42,99705.07,141.3
649.0,0.096,0.935,0.009,-28.2,-78.7,12.7,-1.438,-3.5,-0.062,89.462,-5.841,146.177,25.966,41.39,99701.04,141.65
650.0,0.096,0.934,0.009,-29.0,-79.3,11.0,-2.0,-3.562,-0.188,89.461,-5.847,150.526,25.971,41.44,99705.07,141.3
651.0,0.093,0.934,0.008,-27.6,-78.8,13.7,-1.562,-3.25,0.125,89.521,-5.669,143.904,25.972,41.46,99703.49,141.44
652.0,0.091,0.935,0.011,-28.8,-79.1,12.7,-1.75,-3.0,0.0,89.342,-5.544,147.105,25.974,41.45,99703.77,141.41
653.0,0.09,0.934,0.014,-28.7,-79.8,11.0,-2.375,-3.062,0.062,89.162,-5.491,149.854,25.977,41.47,99701.76,141.59
654.0,0.094,0.934,0.01,-29.0,-78.2,13.8,-2.0,-3.25,-0.312,89.401,-5.728,145.245,25.977,41.55,99703.2,141.47
655.0,0.095,0.936,0.01,-29.3,-79.2,11.5,-2.125,-3.438,0.0,89.403,-5.775,149.82,25.977,41.6,99702.12,141.56
656.0,0.089,0.934,0.01,-29.5,-79.0,11.6,-1.875,-3.562,-0.062,89.401,-5.432,150.434,25.981,41.67,99705.72,141.25
657.0,0.095,0.932,0.01,-29.2,-78.6,12.0,-2.25,-3.062,0.188,89.4,-5.799,148.739,25.983,41.71,99702.67,141.51
658.0,0.091,0.934,0.01,-29.8,-77.7,12.3,-2.0,-3.438,-0.188,89.401,-5.55,149.387,25.976,41.76,99705.26,141.28
659.0,0.093,0.936,0.014,-28.5,-78.2,12.2,-1.125,-3.375,-0.062,89.164,-5.657,147.164,25.978,41.8,99704.5,141.35
660.0,0.09,0.936,0.01,-28.4,-78.7,10.5,-1.812,-3.125,0.25,89.403,-5.48,151.404,25.982,41.74,99702.58,141.52
661.0,0.092,0.935,0.008,-29.6,-78.7,11.6,-1.75,-3.25,0.188,89.522,-5.604,150.635,25.984,41.75,99701.81,141.59
662.0,0.094,0.934,0.011,-29.3,-78.3,12.3,-1.812,-3.5,-0.062,89.341,-5.728,148.279,25.984,41.72,99703.35,141.46
663.0,0.094,0.933,0.011,-29.0,-79.6,11.7,-1.75,-3.125,0.188,89.341,-5.734,148.905,25.985,41.77,99703.44,141.45
664.0,0.091,0.935,0.012,-28.9,-79.6,11.6,-1.562,-3.125,-0.25,89.282,-5.544,149.151,25.988,41.74,99704.93,141.32
665.0,0.093,0.935,0.009,-29.8,-78.8,11.9,-1.562,-3.312,-0.125,89.462,-5.663,149.997,25.988,41.68,99700.97,141.67
666.0,0.092,0.935,0.009,-30.7,-79.0,11.3,-1.625,-3.5,0.188,89.462,-5.604,152.211,25.987,41.72,99705.2,141.29
667.0,0.093,0.934,0.01,-30.0,-79.1,11.3,-1.188,-3.0,0.438,89.401,-5.669,151.195,25.99,41.72,99704.26,141.38
668.0,0.091,0.935,0.008,-28.9,-79.9,12.6,-2.188,-3.062,0.062,89.522,-5.545,147.785,25.984,41.76,99703.35,141.46
